incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_latitude,incident_longitude,class_label
synthetic negative random 2633,2020,9,15,11,48,35.58022,-119.65233,0
synthetic negative random 2634,2023,6,19,5,4,39.52822,-120.77508,0
synthetic negative random 2635,2022,11,14,0,51,39.05519,-121.89608,0
synthetic negative random 2636,2016,5,17,15,8,38.96165,-122.93704,0
synthetic negative random 2637,2020,11,14,12,11,41.50219,-120.73377,0
synthetic negative random 2638,2019,4,9,3,42,35.982,-120.03533,0
synthetic negative random 2639,2023,9,9,3,13,33.81941,-115.62608,0
synthetic negative random 2640,2022,4,21,6,52,39.19424,-122.21676,0
synthetic negative random 2641,2017,6,22,1,11,36.77008,-119.54367,0
synthetic negative random 2642,2018,2,2,21,56,37.16529,-117.64788,0
synthetic negative random 2643,2022,6,16,6,33,35.81431,-116.71631,0
synthetic negative random 2644,2016,9,21,19,31,41.48947,-120.59486,0
synthetic negative random 2645,2016,9,11,1,49,39.71053,-120.71877,0
synthetic negative random 2646,2016,6,30,8,41,39.48402,-123.02679,0
synthetic negative random 2647,2016,8,18,18,18,40.16212,-120.17487,0
synthetic negative random 2648,2019,3,6,20,48,33.43457,-117.10239,0
synthetic negative random 2649,2016,4,7,6,43,35.25632,-119.44985,0
synthetic negative random 2650,2017,12,26,18,48,34.01237,-115.28573,0
synthetic negative random 2651,2019,1,4,9,17,36.81381,-121.44929,0
synthetic negative random 2652,2018,4,1,3,11,37.56037,-119.89108,0
synthetic negative random 2653,2018,3,14,21,40,34.34358,-117.70203,0
synthetic negative random 2654,2020,9,19,14,36,34.94126,-117.69932,0
synthetic negative random 2655,2021,3,19,4,36,40.31779,-120.67408,0
synthetic negative random 2656,2022,4,24,3,15,36.88487,-117.7106,0
synthetic negative random 2657,2020,6,22,5,1,40.83828,-122.04562,0
synthetic negative random 2658,2017,3,26,17,36,35.6033,-116.55779,0
synthetic negative random 2659,2021,11,3,4,17,33.56988,-117.6373,0
synthetic negative random 2660,2015,8,15,20,4,34.92796,-117.46982,0
synthetic negative random 2661,2022,10,15,3,49,34.63964,-120.05691,0
synthetic negative random 2662,2017,10,7,1,4,37.84143,-121.02672,0
synthetic negative random 2663,2022,8,23,19,51,35.1442,-118.50529,0
synthetic negative random 2664,2019,6,3,0,1,39.08065,-123.47972,0
synthetic negative random 2665,2015,12,23,21,25,36.31788,-119.24669,0
synthetic negative random 2666,2019,1,4,15,44,37.96494,-119.17848,0
synthetic negative random 2667,2019,4,11,6,25,34.4364,-114.53727,0
synthetic negative random 2668,2020,4,6,8,50,38.27102,-121.00703,0
synthetic negative random 2669,2020,12,18,19,25,38.12629,-121.88798,0
synthetic negative random 2670,2022,9,4,20,33,40.08607,-121.32104,0
synthetic negative random 2671,2017,7,19,8,34,41.07259,-123.8271,0
synthetic negative random 2672,2022,6,26,11,6,37.34669,-120.20994,0
synthetic negative random 2673,2022,5,20,10,32,36.92017,-120.6104,0
synthetic negative random 2674,2015,2,15,23,48,37.03811,-119.88647,0
synthetic negative random 2675,2019,3,14,10,19,34.20338,-114.48534,0
synthetic negative random 2676,2019,1,24,18,29,34.51369,-119.52763,0
synthetic negative random 2677,2016,6,20,22,13,39.81212,-120.7488,0
synthetic negative random 2678,2015,12,6,17,54,39.66248,-120.81984,0
synthetic negative random 2679,2022,9,14,23,34,41.2692,-121.59795,0
synthetic negative random 2680,2016,2,14,11,27,40.76271,-123.96591,0
synthetic negative random 2681,2016,8,11,4,53,39.10226,-123.27238,0
synthetic negative random 2682,2023,7,6,16,46,41.18275,-120.62677,0
synthetic negative random 2683,2023,5,13,23,34,38.02439,-120.0368,0
synthetic negative random 2684,2018,4,20,19,12,35.93276,-119.63488,0
synthetic negative random 2685,2021,9,14,20,27,35.93324,-120.17481,0
synthetic negative random 2686,2018,9,28,7,2,34.48534,-116.607,0
synthetic negative random 2687,2017,9,16,14,1,36.25127,-118.02507,0
synthetic negative random 2688,2020,6,18,21,8,39.36771,-123.2372,0
synthetic negative random 2689,2020,2,16,14,2,34.33142,-118.486,0
synthetic negative random 2690,2022,11,12,9,36,40.6827,-120.73745,0
synthetic negative random 2691,2016,1,1,5,22,39.83098,-123.72462,0
synthetic negative random 2692,2017,9,24,8,17,38.08773,-120.54806,0
synthetic negative random 2693,2017,1,4,3,26,35.11667,-117.93363,0
synthetic negative random 2694,2018,4,2,11,31,36.53345,-117.63826,0
synthetic negative random 2695,2019,10,3,23,49,38.33934,-120.66606,0
synthetic negative random 2696,2019,5,28,7,18,33.42151,-116.05949,0
synthetic negative random 2697,2020,10,20,20,41,41.4099,-122.17901,0
synthetic negative random 2698,2023,5,31,11,25,37.79523,-122.09464,0
synthetic negative random 2699,2019,12,23,17,33,35.90655,-116.00964,0
synthetic negative random 2700,2016,10,29,7,58,38.14269,-120.77893,0
synthetic negative random 2701,2023,5,8,17,14,33.96994,-115.27482,0
synthetic negative random 2702,2015,12,6,23,30,37.80178,-122.13832,0
synthetic negative random 2703,2018,4,10,21,20,34.66084,-116.6856,0
synthetic negative random 2704,2018,8,28,9,27,35.6046,-119.08043,0
synthetic negative random 2705,2016,6,2,21,56,37.23713,-121.68987,0
synthetic negative random 2706,2015,1,30,3,46,38.56613,-122.21297,0
synthetic negative random 2707,2017,4,27,4,52,41.03235,-120.52843,0
synthetic negative random 2708,2019,3,13,2,39,33.53104,-117.42453,0
synthetic negative random 2709,2022,11,25,13,40,39.51988,-122.73598,0
synthetic negative random 2710,2023,4,16,14,33,39.49492,-120.88049,0
synthetic negative random 2711,2017,8,12,1,43,35.45448,-119.79486,0
synthetic negative random 2712,2015,1,31,12,9,34.17214,-117.65239,0
synthetic negative random 2713,2016,11,25,2,41,38.74037,-123.41637,0
synthetic negative random 2714,2022,5,21,18,32,35.28656,-117.44954,0
synthetic negative random 2715,2022,8,16,17,6,35.2955,-119.54632,0
synthetic negative random 2716,2022,9,6,3,4,36.62812,-119.65066,0
synthetic negative random 2717,2015,1,16,15,14,39.9047,-120.10414,0
synthetic negative random 2718,2016,9,16,4,14,35.56415,-118.9616,0
synthetic negative random 2719,2015,12,14,23,48,35.82397,-116.00227,0
synthetic negative random 2720,2020,9,8,1,3,37.14671,-121.56495,0
synthetic negative random 2721,2015,8,2,8,42,40.27526,-121.04643,0
synthetic negative random 2722,2017,3,31,3,29,40.20503,-120.48975,0
synthetic negative random 2723,2018,8,27,20,16,33.91058,-117.84408,0
synthetic negative random 2724,2023,3,17,8,59,41.05107,-123.81555,0
synthetic negative random 2725,2021,2,26,21,58,35.6584,-116.37162,0
synthetic negative random 2726,2020,8,30,3,19,35.93999,-118.357,0
synthetic negative random 2727,2019,8,31,12,30,37.01907,-120.83744,0
synthetic negative random 2728,2021,6,23,9,26,37.82857,-119.1357,0
synthetic negative random 2729,2015,3,2,14,50,41.97582,-120.47836,0
synthetic negative random 2730,2017,8,16,2,1,38.9997,-120.21174,0
synthetic negative random 2731,2022,8,31,13,44,35.1305,-118.54945,0
synthetic negative random 2732,2015,2,22,13,42,38.95663,-121.16759,0
synthetic negative random 2733,2020,12,23,4,31,34.1251,-118.66185,0
synthetic negative random 2734,2018,4,22,19,36,40.52572,-123.79898,0
synthetic negative random 2735,2023,9,10,7,52,36.4486,-116.67004,0
synthetic negative random 2736,2015,6,28,14,29,35.74389,-119.09676,0
synthetic negative random 2737,2018,2,11,8,15,37.07767,-121.93053,0
synthetic negative random 2738,2017,6,23,15,58,34.67436,-116.82548,0
synthetic negative random 2739,2019,5,21,11,25,39.70032,-123.42002,0
synthetic negative random 2740,2015,10,3,2,22,40.59826,-122.76199,0
synthetic negative random 2741,2023,4,16,6,33,38.77932,-120.58776,0
synthetic negative random 2742,2016,3,2,11,1,41.46667,-120.68444,0
synthetic negative random 2743,2016,1,6,10,24,37.36398,-122.0408,0
synthetic negative random 2744,2019,7,30,1,18,39.9472,-123.31422,0
synthetic negative random 2745,2016,3,8,16,46,35.59012,-118.96571,0
synthetic negative random 2746,2021,2,14,20,29,34.32312,-115.04777,0
synthetic negative random 2747,2019,5,26,0,52,40.07377,-122.85372,0
synthetic negative random 2748,2017,1,1,6,52,34.18899,-118.81352,0
synthetic negative random 2749,2016,7,18,12,50,35.73201,-115.93566,0
synthetic negative random 2750,2020,3,19,22,8,36.045,-120.34896,0
synthetic negative random 2751,2017,12,14,12,5,37.25915,-120.93834,0
synthetic negative random 2752,2018,6,4,15,59,36.24504,-118.12229,0
synthetic negative random 2753,2021,11,5,2,19,34.8716,-120.23172,0
synthetic negative random 2754,2017,5,16,4,17,35.76028,-117.72351,0
synthetic negative random 2755,2015,9,10,21,10,36.70915,-117.39221,0
synthetic negative random 2756,2020,7,30,12,49,37.00614,-122.18474,0
synthetic negative random 2757,2016,12,25,1,18,34.22735,-117.24102,0
synthetic negative random 2758,2019,3,19,11,50,36.12487,-121.2527,0
synthetic negative random 2759,2017,8,24,7,26,35.14638,-116.66247,0
synthetic negative random 2760,2016,2,22,2,26,35.93236,-120.59775,0
synthetic negative random 2761,2023,5,31,12,58,36.65816,-120.27273,0
synthetic negative random 2762,2019,2,28,22,37,40.86984,-123.58269,0
synthetic negative random 2763,2017,11,19,11,24,33.83863,-114.91123,0
synthetic negative random 2764,2018,3,4,15,36,37.58826,-118.4045,0
synthetic negative random 2765,2015,9,13,3,48,36.70845,-117.66494,0
synthetic negative random 2766,2019,11,11,8,49,34.55117,-115.77096,0
synthetic negative random 2767,2019,2,6,23,47,39.23902,-122.87754,0
synthetic negative random 2768,2019,12,25,15,52,37.26937,-121.44637,0
synthetic negative random 2769,2022,12,26,3,20,35.42747,-118.30722,0
synthetic negative random 2770,2015,4,27,16,20,37.42397,-121.94098,0
synthetic negative random 2771,2021,6,15,18,2,36.91551,-120.89574,0
synthetic negative random 2772,2020,5,8,17,59,34.10126,-117.91844,0
synthetic negative random 2773,2018,12,2,5,11,37.94126,-121.06304,0
synthetic negative random 2774,2023,3,9,8,46,38.61142,-122.31248,0
synthetic negative random 2775,2017,7,24,3,57,34.89867,-116.21677,0
synthetic negative random 2776,2018,6,20,15,39,36.36175,-117.4,0
synthetic negative random 2777,2021,1,11,1,29,35.72131,-121.04121,0
synthetic negative random 2778,2017,5,29,1,48,33.69704,-116.98357,0
synthetic negative random 2779,2015,10,5,13,26,34.93521,-118.26695,0
synthetic negative random 2780,2018,4,9,5,54,34.84951,-114.72908,0
synthetic negative random 2781,2015,11,28,23,26,36.52088,-117.81956,0
synthetic negative random 2782,2022,8,4,6,37,36.33356,-120.14277,0
synthetic negative random 2783,2018,2,22,9,2,41.95954,-122.74341,0
synthetic negative random 2784,2021,2,3,15,30,35.80585,-118.50528,0
synthetic negative random 2785,2015,7,27,21,3,39.18912,-123.67725,0
synthetic negative random 2786,2016,1,28,16,13,33.30005,-114.8868,0
synthetic negative random 2787,2017,5,18,1,8,41.66989,-121.2209,0
synthetic negative random 2788,2016,12,4,0,27,36.96316,-121.09209,0
synthetic negative random 2789,2017,1,4,22,46,39.06652,-123.02783,0
synthetic negative random 2790,2022,11,26,16,49,40.42525,-123.97423,0
synthetic negative random 2791,2018,4,15,16,6,39.4823,-120.79577,0
synthetic negative random 2792,2019,3,15,22,57,41.97315,-120.89174,0
synthetic negative random 2793,2019,10,28,13,52,34.67906,-115.67454,0
synthetic negative random 2794,2015,1,4,7,27,36.51932,-121.48171,0
synthetic negative random 2795,2015,12,13,23,12,35.7603,-118.73086,0
synthetic negative random 2796,2022,6,30,22,8,34.97225,-115.72363,0
synthetic negative random 2797,2019,8,15,14,36,34.90984,-116.23755,0
synthetic negative random 2798,2019,6,2,15,28,36.77271,-119.80895,0
synthetic negative random 2799,2022,7,31,19,3,33.21443,-116.38712,0
synthetic negative random 2800,2021,6,7,22,3,35.39759,-117.85109,0
synthetic negative random 2801,2021,1,17,16,59,36.65948,-120.801,0
synthetic negative random 2802,2019,4,21,1,10,36.40327,-116.52871,0
synthetic negative random 2803,2020,5,19,0,10,35.8319,-115.83019,0
synthetic negative random 2804,2023,9,28,10,43,35.02533,-116.57713,0
synthetic negative random 2805,2018,8,14,1,54,38.99561,-121.43108,0
synthetic negative random 2806,2021,7,18,18,1,39.82126,-123.22671,0
synthetic negative random 2807,2018,5,23,23,37,37.16318,-122.0252,0
synthetic negative random 2808,2016,8,31,19,10,33.92389,-117.34446,0
synthetic negative random 2809,2015,3,3,0,31,36.4751,-119.44476,0
synthetic negative random 2810,2020,2,6,23,57,36.51775,-120.00086,0
synthetic negative random 2811,2017,1,21,1,52,33.70591,-116.53269,0
synthetic negative random 2812,2015,5,6,5,14,38.96097,-123.09606,0
synthetic negative random 2813,2017,6,24,13,46,40.38433,-121.51018,0
synthetic negative random 2814,2020,3,24,7,4,38.32242,-122.47655,0
synthetic negative random 2815,2018,4,6,11,31,41.90493,-124.16766,0
synthetic negative random 2816,2019,1,12,3,14,40.65503,-123.87461,0
synthetic negative random 2817,2021,1,30,12,4,34.76184,-118.73757,0
synthetic negative random 2818,2015,3,13,14,13,37.63216,-120.20279,0
synthetic negative random 2819,2021,7,15,18,25,35.91252,-116.61821,0
synthetic negative random 2820,2017,12,27,13,15,33.44072,-115.03763,0
synthetic negative random 2821,2022,8,8,5,38,35.70059,-115.52073,0
synthetic negative random 2822,2023,8,29,14,46,33.75336,-116.15083,0
synthetic negative random 2823,2015,2,17,14,38,33.06525,-117.10414,0
synthetic negative random 2824,2016,1,22,2,31,33.71593,-116.30511,0
synthetic negative random 2825,2023,2,7,5,21,34.20692,-114.29688,0
synthetic negative random 2826,2016,9,5,5,0,35.53126,-120.34879,0
synthetic negative random 2827,2020,12,17,21,4,36.53897,-118.40923,0
synthetic negative random 2828,2019,5,28,11,30,35.61547,-118.90833,0
synthetic negative random 2829,2015,3,22,20,13,40.20087,-124.21291,0
synthetic negative random 2830,2022,3,19,15,4,36.94304,-120.67621,0
synthetic negative random 2831,2017,7,26,7,16,34.72282,-119.6156,0
synthetic negative random 2832,2020,11,21,8,45,35.55989,-117.62985,0
synthetic negative random 2833,2020,11,15,9,33,39.17562,-121.1697,0
synthetic negative random 2834,2018,12,16,16,55,35.4146,-118.24553,0
synthetic negative random 2835,2019,3,15,14,59,40.91376,-120.17686,0
synthetic negative random 2836,2020,2,21,5,9,35.62163,-117.49917,0
synthetic negative random 2837,2018,5,28,11,21,32.85545,-115.60921,0
synthetic negative random 2838,2019,1,3,9,36,36.08549,-117.88063,0
synthetic negative random 2839,2022,10,9,14,31,32.8231,-115.26005,0
synthetic negative random 2840,2020,11,26,8,17,36.46147,-121.21215,0
synthetic negative random 2841,2019,6,19,12,35,40.92727,-120.20959,0
synthetic negative random 2842,2015,11,4,23,41,36.36174,-118.70147,0
synthetic negative random 2843,2019,7,6,15,31,35.03328,-115.56446,0
synthetic negative random 2844,2015,3,21,18,32,38.01785,-122.24698,0
synthetic negative random 2845,2021,10,15,0,42,39.2054,-120.45126,0
synthetic negative random 2846,2022,11,6,20,37,38.53177,-121.74092,0
synthetic negative random 2847,2021,9,20,2,59,38.4273,-122.35895,0
synthetic negative random 2848,2020,2,26,13,26,37.3833,-119.81417,0
synthetic negative random 2849,2020,3,20,13,1,36.19291,-121.29882,0
synthetic negative random 2850,2023,9,26,17,54,39.99361,-121.42703,0
synthetic negative random 2851,2022,11,27,16,12,41.30216,-122.1807,0
synthetic negative random 2852,2015,11,14,6,21,33.56559,-115.93036,0
synthetic negative random 2853,2016,1,26,22,13,40.90469,-123.08042,0
synthetic negative random 2854,2017,4,30,14,14,34.2363,-115.13624,0
synthetic negative random 2855,2021,8,30,10,2,40.70785,-122.13886,0
synthetic negative random 2856,2015,3,14,2,46,38.95361,-120.68485,0
synthetic negative random 2857,2018,4,22,2,28,41.80667,-121.59622,0
synthetic negative random 2858,2018,5,11,4,21,32.63829,-116.71798,0
synthetic negative random 2859,2020,1,24,23,44,34.31761,-117.49365,0
synthetic negative random 2860,2020,4,12,6,5,38.08113,-119.59936,0
synthetic negative random 2861,2020,2,14,21,9,36.84537,-119.19641,0
synthetic negative random 2862,2016,4,28,7,26,41.47822,-122.42397,0
synthetic negative random 2863,2015,4,29,4,18,32.62556,-116.94349,0
synthetic negative random 2864,2023,3,1,23,46,40.27935,-121.6462,0
synthetic negative random 2865,2016,1,5,0,30,37.75452,-120.87015,0
synthetic negative random 2866,2023,6,28,16,37,38.61052,-122.03866,0
synthetic negative random 2867,2016,1,20,19,40,32.96183,-116.89128,0
synthetic negative random 2868,2022,9,2,15,8,38.5475,-122.69767,0
synthetic negative random 2869,2019,3,21,15,25,36.44421,-121.70672,0
synthetic negative random 2870,2015,9,2,21,34,34.67242,-115.72738,0
synthetic negative random 2871,2019,6,25,21,44,41.94834,-122.8863,0
synthetic negative random 2872,2019,9,20,19,42,40.93277,-123.55119,0
synthetic negative random 2873,2019,6,1,11,39,34.48656,-116.87854,0
synthetic negative random 2874,2019,2,21,15,4,39.00876,-121.36242,0
synthetic negative random 2875,2018,2,14,6,28,38.56321,-120.14895,0
synthetic negative random 2876,2022,5,8,19,42,36.45709,-116.61269,0
synthetic negative random 2877,2019,10,5,8,9,39.03929,-122.40352,0
synthetic negative random 2878,2016,2,24,23,22,39.6425,-120.0887,0
synthetic negative random 2879,2015,6,21,9,52,34.17622,-117.11811,0
synthetic negative random 2880,2020,7,26,0,48,34.37762,-118.12337,0
synthetic negative random 2881,2015,6,9,0,41,36.40238,-119.94984,0
synthetic negative random 2882,2020,8,7,9,1,40.68166,-124.20265,0
synthetic negative random 2883,2018,12,8,12,14,34.08623,-118.87566,0
synthetic negative random 2884,2017,8,11,23,57,41.16073,-122.68783,0
synthetic negative random 2885,2017,4,17,14,18,36.22918,-117.39277,0
